dc:title,prism:publicationName,prism:coverDate,prism:volume,prism:issueIdentifier,prism:pageRange,prism:doi,subtype,subtypeDescription,citedby-count,eid,pubmed-id,openaccess,abstract,authors,themes
Mapping suitable thermal migration corridors for western Alaska chum salmon in the North Pacific,Deep Sea Research Part I Oceanographic Research Papers,2025-08-01,222,,,10.1016/j.dsr.2025.104531,ar,Article,1,2-s2.0-105005763746,,1,"It is evident that warming North Pacific Ocean (NPO) temperatures are impacting salmon fitness and survival. Record-low western Alaska chum salmon run sizes were recorded in the Yukon River during 2020 and 2021. Based on recent analyses of Pacific salmon species-specific ocean temperature preferences, chum salmon have the widest thermal preference range; we focus on chum because they may have the greatest resilience to temperature variability and if their range is impacted, it is likely other species will respond to observed warming as well. Thermal suitability was mapped along the seasonal migration based on swimming rates to examine potential interannual range or distribution shifts. Two individual-based models of salmon migration driven by surface temperatures and geostrophic currents were run to test the impact of ocean physics on migration and distribution. We found that in the last decade ocean temperatures have similar magnitude and variability as projected through 2050. Since around 2013, the high suitability migration corridor has shifted northwards into the Bering Sea, but the seasonal migration may not be driven primarily by temperature or ocean currents. Warmer ocean temperatures, marine heatwaves, and loss of seasonal sea ice are likely to have the greatest impacts on western Alaska chum salmon where thermal suitability is lowest–in the Bering Sea in winter, and in the eastern Gulf of Alaska in summer. The impacts at the margins of their habitat range may lead to poor condition, a northward domain shift, and more fish entering the Arctic Ocean.","Lemagie, Emily; Farley, Ed; Langan, Joseph A.; Stabeno, Phyllis J.","10,11,13,14"
Temporal change in the abundance and size distribution patterns of temperate deep reef sessile communities under multiple climate disturbances,Estuarine Coastal and Shelf Science,2025-07-15,318,,,10.1016/j.ecss.2025.109224,ar,Article,2,2-s2.0-85219533963,,1,"Climate change poses significant challenges to sessile benthic shallow reef communities, with increased frequency and intensity of marine heatwaves and storms exacerbating these threats. Marine imagery from autonomous underwater vehicles has recently shown that mesophotic reefs (30–150 m) are also vulnerable to climate-induced changes. However, the absence of historical monitoring in these previously inaccessible systems hinders our ability to detect or interpret changes and their underlying drivers. To better understand the variability, we assessed temporal changes over a six-year period in the abundance and size-frequency distribution of mesophotic sessile benthic reef invertebrates in southern Tasmania, a region that is exposed to some of the world's highest wave energy and accelerated warming rates. Our cutting-edge use of artificial intelligence-assisted methods for size estimation from marine imagery indicates a significant increase in the abundance and size of cup-like sponges and bramble octocorals, which is contrasted by a marked decline in the population of locally abundant soft arborescent octocorals, particularly small individuals. Despite an increase in mean size and apparent stability, the absence of significant recruitment for most morphospecies may mask underlying vulnerabilities. While causation cannot be attributed here, this region frequently experiences large storms capable of affecting the seabed at depths of 140 m. The trends observed align with expectations of how these communities may respond under such conditions. The importance of continued monitoring, alongside robust physical data collection, cannot be overstated if we are to better understand population dynamics and drivers of change in these mesophotic reef communities.","Wong, R. H.X.; Monk, J.; Perkins, N. R.; Barrett, N. S.","12,14,16"
Surface and Subsurface Compound Marine Heatwave and Biogeochemical Extremes Under Climate Change,Global Biogeochemical Cycles,2025-05-01,39,5,,10.1029/2025GB008514,ar,Article,5,2-s2.0-105003960710,,1,"Marine species are increasingly threatened by extreme and compound events, as warming, deoxygenation, and acidification unfold. Yet, the surface and especially the subsurface distribution and evolution of such compound events remain poorly understood. We present the current and projected distributions of compound marine heatwave (MHW), low oxygen (LOX), and high acidity (OAX) events throughout the water column, using observation-based data from 2004 to 2019 and large ensemble Earth system model simulations from 1890 to 2100. Our findings reveal that compound MHW-OAX and OAX-LOX events are prevalent in the low to mid latitudes at the ocean surface. At 200 and 600 m, MHW-OAX and MHW-LOX events are frequent in the high latitudes and parts of the tropics, while OAX-LOX events occur globally. Subsurface compound events are often associated with vertical displacements of water masses, with the climatological vertical gradients of ecosystem stressors typically explaining their occurrence patterns. Projections show a strong rise in compound event frequency over the historical period and under continued global warming, primarily driven by shifts in mean oceanic conditions. The portion of the top 2,000 m affected by extreme or compound events rises from 20 (Formula presented.) to 98 (Formula presented.) under 2°C of global warming in a high emissions scenario using a preindustrial baseline, and to 30 (Formula presented.) using a shifting-mean baseline. However, physical and biogeochemical changes may also lead to regional decreases in subsurface events, highlighting complexities in how warming, deoxygenation, and acidification unfold in the ocean interior. Increasing compound event frequency poses a major threat to marine ecosystems, potentially disrupting food webs and biodiversity.","Le Grix, Natacha; Burger, Friedrich A.; Frölicher, Thomas L.","11,12,15"
Global Variability and Future Projections of Marine Heatwave Onset and Decline Rates,Remote Sensing,2025-04-01,17,8,,10.3390/rs17081362,ar,Article,2,2-s2.0-105003741455,,1,"Marine heatwaves (MHWs) can significantly impact marine ecosystems and socio-economic systems, and their severity may increase with global warming. Nevertheless, research on the onset and decline rates of MHWs remains limited, and their historical and future variations are not yet fully understood. This study, therefore, analyzes the spatiotemporal characteristics of MHW onset and decline rates by using historical and future sea surface temperature data from OISSTv2.1 and CMIP6. The results indicate that during the historical period from 1982 to 2014, MHW onset and decline rates were higher in eddy-active mid-latitude current systems and the western tropical region but lower in subtropical gyres. A remarkably high correlation (0.94) exists between the onset and decline rates; regions with higher onset rates also tend to have higher decline rates. Approximately 49.69% of the global ocean exhibits an increasing trend in MHW onset rates, with significant increases observed in the Eastern Equatorial Pacific. Meanwhile, 92.87% of oceanic regions exhibit an increase in decline rates. Looking ahead to the future (2015~2100), both the SSP245 and SSP585 scenarios display consistent spatial patterns of MHW onset and decline rates. The Kuroshio-Oyashio Extension, Gulf Stream, Antarctic Circumpolar Current, and Brazil-Malvinas Confluence regions exhibit relatively higher onset and decline rates. Under the SSP585 scenario, both the onset and decline rates of MHWs are higher than those under the SSP245 scenario. This indicates that as global warming intensifies, more extreme MHWs are likely to occur. This finding indicates that it is necessary to pay attention to the rate of global warming when mitigating its potential impacts.","Pan, Yongyan; Sun, Wenjin; Bao, Senliang; Xie, Mingshen; Jiang, Lei; Ji, Jinlin; Yu, Yang; Dong, Changming","3,9,10,15"
Research on weather and climate extremes over China: 2024 progress of the National Key R&D Program of China for Earth System and Global Change,Transactions of Atmospheric Sciences,2025-03-28,48,2,177-206,10.13878/j.cnki.dqkxxb.20250112001,ar,Article,2,2-s2.0-105010129584,,0,"The article reviews the progress made in 2024 under China's National Key R&D Program for Earth System and Global Change. It highlights key research findings across five areas: observational facts and circulation characteristics of extreme event changes, key oceanic processes and air-sea interaction mechanisms, the influence of oceanic processes on extreme weather and climate, land surface processes and their impacts, and the simulation and prediction of extreme events. Significant advances in 2024 include the following: 1) Our study examined the impact of long-term warming trends on record-breaking high-temperature in China events over the past 40 years. Using the Universal Thermal Climate Index (UTCI), we characterized the spatial distribution and long-term trends of extreme high-temperature events. Observational evidence was provided for changes in hourly and daily extreme precipitation across eastern China during different warming periods. Additionally, regional differences in the duration of summer heatwaves and their associated large-scale circulation anomalies were identified. The dynamic and thermal characteristics of extreme heatwaves in the middle and lower reaches of the Yangtze River were analyzed, and attribution studies assessed the influence of human activities on extreme temperature events in Asian hotspots. 2) We quantified the role of the winter North Pacific Oscillation (NPO) in shaping subsequent ENSO events, emphasizing the contribution of tropical Pacific interannual-decadal variability to pro-longed La Niña events. Our research also proposed a modulation mechanism whereby La Niña's zonal position influences the Indian Ocean Dipole (IOD) and identified seasonal reversals in ENSO's impact on sea surface temperature (SST) in the East China Sea-Kuroshio Region. Furthermore, we investigated the seasonal predictability of SST anomalies and marine heatwaves in the Kuroshio Extension Region, highlighting the role of nonlinear processes in the amplitude evolution of the Madden-Julian Oscillation (MJO) and extreme MJO formation. Additionally, pathways linking anthropogenic forcing, natural variability, and internal climate fluctuations to multidecadal changes in the North Atlantic were explored. 3) Our findings revealed asymmetric ENSO influences on the late-winter ""Warm Arctic-Cold Eurasia"" pattern and identified links between ENSO and precipitation patterns in eastern China during early and late winter. The connection between ENSO and the Kuroshio anticyclone was also examined. Seasonal mechanisms linking ENSO to SST variability in the East China Sea-Kuroshio Region and its influence on East Asian precipitation were clarified. We found a strong association between Mega-ENSO and the poleward shift of typhoon genesis locations in the western North Pacific, while trans-basin tropical air-sea interactions were shown to affect typhoon formation frequency. Furthermore, we identified Antarctic warming-induced South Atlantic warming as a key driver to the 2022 East Asian heatwaves and demonstrated that tropical North Atlantic variability modulates forest wildfire activity in Northeast China. 4) We investigated the role of Eurasian soil moisture variability in triggering clustered extreme precipitation events in northern China and evaluated the influence of snow cover on subseasonal temperature variability and predictability. Attribution and projection studies examined drought patterns influenced by land surface factors and land-atmosphere coupling. The physical mechanisms linking land surface processes and land-sea interactions to summer precipitation, extreme Meiyu events, and heavy rainfall in China were further elucidated. Additionally, we assessed the impact of summer irrigation in North China on the diurnal cycle of precipitation and regional water cycles, as well as the effects of urbanization on mesoscale convective systems and heavy rainfall in the Pearl River Delta during warm seasons. 5) The simulation capabilities of CMIP6 models in representing the subseasonal reversal of the ""Warm Arctic- Cold Eurasia"" pattern were systematically evaluated. A seasonal prediction model for compound extreme heat-humidity events in southeastern China was developed. Using an interannual increment approach, a physical-statistical prediction model for summer heavy precipitation days (HPDs) in North China was established. Additionally, deep learning techniques were employed to enhance dynamical model predictions of summer extreme precipitation in the middle and lower Yangtze River basin. Further advancements in dynamical model development and their predictive applications were explored. Finally, this article outlines key challenges and research priorities for future studies, aiming to advance understanding of extreme weather and climate in China.","Chen, Haishan; Zhang, Yaocun; Zhang, Wenjun; Yin, Zhicong; Chen, Guosen; Hua, Wenjian; Huang, Danqing; Kuang, Xueyuan; Liu, Yunyun; Ma, Hongyun; Shi, Ning; Sun, Shanlei; Wei, Jiangfeng; Zhao, Haikun; Zhang, Jie; Han, Tingting; Li, Wenkai; Sang, Yinghan; Wang, Run","15,16"
Marine Heatwaves and Iceberg Melting in Polar Areas Intensify Phytoplankton Blooms,Global Change Biology,2025-03-01,31,3,,10.1111/gcb.70132,ar,Article,3,2-s2.0-105000339878,40087994,0,"Climate change has led to increases in the intensity and frequency of marine heatwaves (MHWs). However, the impact of MHWs on phytoplankton at the global scale remains unclear. The metaheuristic superlearner proposed in this research indicates that the occurrence of MHWs weakens the Fe limitation of phytoplankton growth, leading to intensified phytoplankton blooms. The shock transmission effect analysis further reveals the interactions among sea surface temperature (SST), iceberg melting, Fe, ammonium ((Formula presented.)) and nitrate ((Formula presented.)); namely, the occurrence of MHWs in polar regions has led to iceberg melting, triggering a derivative shock of iceberg melting. Compared with a single MHWs event, the dual shock disrupted the effects of Fe, (Formula presented.) and (Formula presented.) on limiting the growth of phytoplankton, resulting in a 54.90% increase in the growth rate of phytoplankton and leading to the massive reproduction of phytoplankton in polar regions. In addition, compared with that in the low-emission scenario (SSP126), the coverage area of globally fragile marine regions with respect to intensified phytoplankton blooms will increase by 5.84% under the medium-emission scenario (SSP245) and by 9.29% under the high-emission scenario (SSP585). Specifically, the Global South and developing Pacific island countries are fragile regions that need scientific (marine protected area guidance) and financial (such as a foundation for marine protection) assistance to resist the increasing intensity and expansion of phytoplankton blooms under climate change.","Liu, Hao; Hu, Xiangang; Wang, Anning; Li, Jiawei; Deng, Peng; Dong, Xu","5,10,11,12"
The changing nature of future Arctic marine heatwaves and its potential impacts on the ecosystem,Nature Climate Change,2025-02-01,15,2,162-170,10.1038/s41558-024-02224-7,ar,Article,11,2-s2.0-85214265844,,1,"Marine heatwaves (MHWs), defined as extreme ocean warming episodes, have strengthened over the past decades. High-resolution climate models improve understanding of MHWs under global warming, but such events in the future Arctic are currently overlooked. In a high-resolution climate model, we find Arctic MHWs intensify on orders of magnitude during the warming twenty-first century, following sea ice retreat. However, with little sea ice coverage, strong interannual variability emerges, which could surpass the amplitude of former intensification. Furthermore, the enhancement of MHWs correlates with an order of magnitude increase in the rate of change in the temperature anomaly. Additionally, MHWs are found to be accompanied by stratification enhancement, which could surpass interannual variability of future stratification. Such extreme temperature fluctuations combined with stratification enhancement suggest major challenges for Arctic ecosystems, and may negatively impact food webs through direct physiological temperature effects, as well as indirectly through nutrient supply and taxonomic shifts.","Gou, Ruijian; Wolf, Klara K.E.; Hoppe, Clara J.M.; Wu, Lixin; Lohmann, Gerrit","1,10,12,15"
Dynamic evolution of coral reef ecosystems in the South China Sea under global change: a comprehensive multidimensional numerical simulation,Coral Reefs,2025-02-01,44,1,309-319,10.1007/s00338-024-02606-5,ar,Article,3,2-s2.0-85213696061,,0,"Global coral reefs face severe threats from climate change and human activities, including marine heatwaves and overfishing of reef-associated fish species, heightens the risk of ecological phase shifts. However, significant uncertainty persists regarding the ecological health thresholds and dynamic evolutionary trends of coral reef ecosystems under various environmental pressures. Predictions of coral reef ecosystem dynamics are often hindered by sparse observational data. Ecosystem models provide valuable insights into future coral ecosystem dynamics, aiding coral ecosystem managers in decision-making processes. This study utilizes field measurements from coral reefs in the South China Sea, including Weizhou Island, Yongxing Island, and the Nansha Islands, to simulate the dynamic responses of coral reef ecosystems to persistent stressors such as regional ocean warming and overfishing of parrotfish. Findings reveal that, without accounting for thermal stress, the Nansha Islands exhibit considerable resilience, while Yongxing Island shows the lowest resilience. Parrotfish play a crucial regulatory role in coral reef ecosystems, and their susceptibility to fishing activities could lead to a gradual transition towards algal dominance, resulting in ecological phase shifts. The study recommends measures including the prohibition of parrotfish fishing, establishment of marine protected areas, and implementation of artificial breeding programs to sustain parrotfish populations in the South China Sea, thereby bolstering their crucial role in preserving the stability and resilience of coral reef ecosystems. The sea surface temperature response model predicts that coral growth rates initially rise with increasing sea temperature but declines after surpassing the optimal temperature, leading to ecological phase shifts and the threat of extinction for coral reef ecosystems. The low-latitude Nansha Islands are notably impacted by thermal stress, whereas the high-latitude coral reefs of Weizhou Island experience less thermal stress, potentially serving as future refuges for South China Sea coral reefs under high-temperature conditions.","Wang, Mingzhuang; Ye, Jianhong; Zhang, Xiyang; Tan, Fei; Shi, Qi; Sun, Fulin; Yang, Hongqiang","12,15"
Arctic and Subarctic marine heatwaves and their ecological impacts,Frontiers in Environmental Science,2025-01-01,13,,,10.3389/fenvs.2025.1473890,re,Review,8,2-s2.0-86000473928,,1,"The Arctic and Subarctic seas are predicted to become hotspots for marine heatwaves (MHWs). High-latitude marine ecosystems face unique consequences from accelerated warming and sea ice loss, challenging species adapted to cold conditions. We review the literature on MHW characteristics and ecological impacts in the Arctic and Subarctic seas, and contrast MHW characteristics between the Bering Sea and Barents Sea. We uncover the pervasive impacts of MHWs across widely different organism groups, including benthic foundation species, phytoplankton, zooplankton, fish, seabirds, and marine mammals. MHWs in the Arctic marginal seas are especially prevalent in areas experiencing sea ice retreat, such as seasonal sea ice zones, highlighting the complex interplay between MHWs and sea ice dynamics. Overall, few studies have documented the ecological impacts of MHWs on high-latitude ecosystems, with the notable exception of the impacts from the Bering Sea and Chukchi Sea MHWs in 2017–2019. Many Arctic species, with their cold and narrow thermal preferences, appear vulnerable to MHWs, as they might not have access to cold climate refugia, while boreal species appear to benefit from Arctic and Subarctic MHWs. Sessile foundation species, such as kelp and seagrasses, are especially at risk during MHWs, although in the Arctic evidence of MHWs impacts remains limited. Reproductive failure and mass mortality events have been documented for several species in the Pacific Arctic (e.g., seabirds, fish, crabs). MHWs have been observed to have ecosystem-wide repercussions in the northern Bering Sea and Chukchi Sea with shifts in plankton communities affecting the entire food web. The ecological responses to MHWs in the Arctic and Subarctic ecosystems are still not fully understood, highlighting a need for further research to assess the direct and indirect impacts on various taxa and to improve predictive models for better management and conservation strategies. MHWs can also have large consequences for ecosystem services and socio-ecological systems, for example, closures of economically valuable and culturally important fisheries, as seen in Alaska, degradation of traditional ice-hunting practices, and compromised wellbeing of coastal communities. Large and abrupt ecosystem changes following MHWs underscore the urgent need for adaptive management strategies in the face of ongoing climate change.","Pecuchet, Laurene; Mohamed, Bayoumy; Hayward, Alexander; Alvera-Azcárate, Aida; Dörr, Jakob; Filbee-Dexter, Karen; Kuletz, Katherine J.; Luis, Kelly; Manizza, Manfredi; Miller, Charles E.; Staehr, Peter A.U.; Szymkowiak, Marysia; Wernberg, Thomas","1,10,11,12,13,14"
Sensitivity of Arctic marine heatwaves to half-a-degree increase in global warming: 10-fold frequency increase and 15-fold extreme intensity likelihood,Environmental Research Letters,2025-01-01,20,1,,10.1088/1748-9326/ada029,ar,Article,2,2-s2.0-85219517262,,1,"We utilize the 50-member MPI-ESM-LR Earth System model to investigate the projected changes in Arctic marine heatwaves’ (MHWs) characteristics caused by an additional 0.5 ∘C increase in global warming, from 1.5 ∘C to 2 ∘C, with respect to pre-industrial levels. Our results indicate that this 0.5 ∘C increase in global warming triggers an intensified reaction in both the Arctic’s mean sea surface temperature (SST) and variability. In a 2 ∘C warmer world, one out of every four summer months would be warmer than the current climate. We detect a nonlinear increase of MHW intensity in a 2 ∘C world, which is characterized by a break in slope occurring around the year 2042 ± 2 (across 50 ensemble members of the SSP5-8.5 scenario). At the estimated post-break dates, the intensity rate roughly doubles, leading to MHWs in a 2 ∘C world with average cumulative heat intensity 100 ∘C*days higher than in a 1.5 ∘C world. Further results reveal that an extremely rare MHW with an intensity of 3.19 ∘C, classified as a 1-in-100-year event in a 1.5 ∘C world, is expected to transform into a 1-in-7-year event in a 2 ∘C world. This transition signifies a ∼15-fold increase in the likelihood of such events occurring due to a 0.5 ∘C increase in global warming. Likewise, a rare occurrence of years featuring 125 MHW days in a 1.5 ∘C world is projected to become a 1-in-10-year event in a 2 ∘C world, resulting in a 10-fold increase in occurrence probability. The main contributor to these changes is predominantly the rise in mean SST, with enhanced SST variability playing a minor role. These findings highlight that a 2 ∘C world could lead to a substantial escalation of the frequency and intensity of MHWs in the Arctic compared to a 1.5 ∘C world, transforming what are currently rare extreme events into more common events, with significant implications for global climate dynamics and the well-being of Arctic ecosystems and communities.","León-FonFay, Dalena; Barkhordarian, Armineh; Feser, Frauke; Baehr, Johanna","1,10,14,15"
Marine heatwaves and changes in macroalgae richness and composition from Antarctic Peninsula and South Shetland Islands: concise review,Anais Da Academia Brasileira De Ciencias,2025-01-01,97,1,,10.1590/0001-3765202520240580,ar,Article,2,2-s2.0-85219085018,39968980,1,"The emerging global events of Marine Heatwaves (MHW), including those in Antarctica, are generally caused by large-scale meteorological and oceanographic changes responsible for rapid warming, but with lasting consequences in marine communities worldwide. Several abiotic features, such as surface seawater temperature (SST), salinity, pH, nutrients, and ice dynamic limit the reproduction, growth and distribution of macroalgae, which are sensitive to abrupt oscillations in these features resulting in changes in polar assemblages. This review compiled and related MHWs spatial data from South Shetland Islands (SSI), Eastern and Western Antarctic Peninsula (EAP/WAP), discussing seaweed assemblages possible responses on composition, distribution and richness, as well species expansion and retreat. Additionally, we present an updated and compiled checklist of macroalgal taxa from the WAP. The present data showed a clear enhance in MHWs events in SSI, when compared to EAP and WAP. Also, this coincides with the increase in richness and distributional changes of seaweed assemblages along the SSI, in the last decade. Changes in these marine sentinel assemblages constitute a warning to the Antarctic biota. Besides, the present review expands current polar knowledge and detects gaps in Antarctic phycological conservation studies and their connections facing climate change.","Pellizzari, Franciane M.; Santos, Kevlyn Caroline; Osaki, Sayuri; Rosa, Luiz H.","2,12,14"
Mesophotic sponge assemblages in a region undergoing climate change stressors,Frontiers in Marine Science,2025-01-01,12,,,10.3389/fmars.2025.1668859,ar,Article,0,2-s2.0-105025560306,,1,"The biogeography of marine benthic assemblages worldwide is shifting to higher latitudes in response to climate change. Concurrently, extreme weather events are exacerbating environmental stressors. As is typical globally for temperate regions, sponge communities dominate the mesophotic reefs of the Motiti archipelago in the Bay of Plenty (east coast, North Island New Zealand). Although recently classified as a marine reserve for its importance as a refuge for fish and targeted invertebrates (crayfish, abalone/pāua, and sea urchins), the benthos was largely unexplored prior to this research. A series of recent cyclonically associated sedimentation and concurrent marine heatwave events provided an opportunity to examine responses of this benthic-pelagic assemblage important in trophic connectivity. Biogeographic affinities of Motiti’s mesophotic reef benthos were established using remotely operated vehicles (ROVs). Fifty-three sponge species were conservatively identified: 22% representing the southernmost (highest latitude) geographic range recorded to date. Simultaneously, this community may be under threat by the changing marine climate that supported its establishment. Widespread sponge tissue necrosis (especially of Choristid sponges) and sediment smothering of encrusting benthos coincided with the sudden decline of a ‘tumbleweed sponge’ (species unknown). These observations co-occurred with a marine heat wave and major cyclonic event delivering fine sediments to these offshore reefs. This research provides a more nuanced understanding of short- and possibly long-term effects of multiple stressors on mesophotic benthic ecosystems. This newly identified biodiversity hotspot supporting southernmost ranges of Australasian species and its seemingly rapid deterioration, signals a warning for the stability of temperate mesophotic ecosystems.","Donald, Emma P.; Battershill, Christopher N.","11,12,14"
"Capelin Size, Condition, and Abundance Through Multiple Heatwaves in Alaska",Fisheries Oceanography,2025-01-01,,,,10.1111/fog.70022,ar,Article,0,2-s2.0-105025020042,,1,"Capelin (Mallotus spp.) are pelagic forage fishes that can be especially abundant in sub-arctic marine ecosystems and are important prey for upper trophic-level consumers. Abundance and distribution of capelin have been linked to ocean temperature, but the magnitude and directionality of thermal sensitivity can vary regionally. We used data spanning two decades (2002–2022) from autumn surface trawl surveys in three Alaska large marine ecosystems to evaluate how size, body condition, abundance, and distribution of age 1+ (60–130 mm) capelin responded to two marine heatwaves occurring within a 6-year period from 2014 to 2019. Body size did vary with ocean temperature and declines in body condition during heatwave years were observed in the Chukchi Sea and Gulf of Alaska where water temperatures were approaching the lower and upper bounds, respectively, of the species' known temperature range. There was no clear directional change in body condition during heatwave years in the Bering Sea where temperatures were intermediate among the three regions. Changes in capelin abundance, however, were dramatic and primarily driven by reduced encounter probability, which declined to zero in the upper water column of the Chukchi Sea and Gulf of Alaska during heatwave years. When capelin were encountered, however, catch-per-unit-effort was similar among regions and years. In the Bering Sea, encounter probability fluctuated but remained above zero during all years, with core areas of biomass distribution near St. Lawrence Island. Changes in abundance (primarily) and body condition reduced energy available to capelin predators by up to 600-fold during marine heatwave years.","Suryan, Robert M; Maselko, Jacek; Fergusson, Emily A; Sewall, Fletcher; Vollenweider, Johanna J; Andrews, Alexander G; Murphy, James M; Yasumiishi, Ellen M","12,13,14"
Energetic limitations and mass mortality of Bering Sea snow crab: Interacting effects of warming and density on collapse and recovery,Canadian Journal of Fisheries and Aquatic Sciences,2025-01-01,82,,,10.1139/cjfas-2025-0099,ar,Article,0,2-s2.0-105022734596,,0,"Marine heatwaves can result in mass mortality events, but the mechanisms underlying population collapse and recovery dynamics are often poorly understood. Here, we employed a comparative analysis between collapsing and noncollapsing portions of the Bering Sea snow crab population to evaluate linkages between energetic condition and population abundance during and after a recent collapse. We show that abundance declines during the collapse were associated with dramatic declines in energetic condition, and the negative impact of high population density on energetic reserves was intensified by warming during a marine heatwave. Elevated energetic condition coincided with strong recruitment post-collapse, suggesting rapid initial population recovery in the eastern Bering Sea. However, we show that cold-water habitat (≤0◦C) is critical for supporting high snow crab density in rebuilding towards a pre-collapse state. These results suggest that warming and loss of sea ice will exacerbate the risk of collapse in snow crab through energetic constraints on survival. Furthermore, we highlight the validation of an indirect energetic condition metric that will facilitate continued energetics monitoring and rapid integration into management.","Fedewa, Erin J.; Copeman, Louise A.; Litzow, Michael A.","1,5,10,12,13,14,16"
Analysis of Net Surface Heat Flux during Marine Heatwave Events in the Gulf of Thailand,Iop Conference Series Earth and Environmental Science,2025-01-01,1522,1,,10.1088/1755-1315/1522/1/012028,cp,Conference Paper,0,2-s2.0-105014751084,,1,"Gulf of Thailand (GOT) experienced an exceptionally long-lived marine heatwave (MHW) event in the rainy season of 2020 (MHW2020), lasting 113 days from 10 June to 1 October, which broke the historical records in terms of its time duration since 1982. In this study, net surface heat flux was evaluated from ERA5 data in term of radiative and turbulent fluxes. The components of each term were analyzed both spatially and temporally. While the MHWs were identified by daily Operational Sea Surface Temperature and Sea Ice Analysis (OSTIA SST). The results suggest that this MHW2020 was primarily attributed to effects of increased net downward shortwave radiation and decreased latent heat flux anomalies. During decreased OSTIA SST, MHW2020 was maintained by increased downward longwave radiative flux, while the predominant contributors being decayed. These findings highlight the role of net surface heat flux components in MHW2020 development. Moreover, the results suggest that, besides the role of the surface net heat flux such as the atmospheric factors, ocean mixed layer heat budget during the MHW should also be considered for fully understanding the extreme MHW events in future work. Furthermore, the analysis of surface net heat flux during MHW2020 exhibited a significant of downward longwave radiative flux as a maintenance factor, which may be linked to global warming.","Wetchayont, Parichat; Hayasaka, Tadahiro; Wirasatriya, Anindya","9,14"
Mesozooplankton community associations with water mass and season off the Southeast coast of New Zealand (2017–2018),New Zealand Journal of Marine and Freshwater Research,2025-01-01,59,5,1265-1287,10.1080/00288330.2025.2520449,ar,Article,0,2-s2.0-105008430549,,0,"Zooplankton community structure varies among distinct water masses and can be highly temporally dynamic, with patterns reflecting seasonal, interannual, and decadal changes in food webs. The seasonal dynamics of zooplankton communities in waters east of the Otago peninsula (New Zealand), and their associations to the region’s water masses, have not been investigated in detail since the 1960s. The current study was conducted along the Munida Time Series Transect, a 65-km transect that runs perpendicular to the coast. The transect crosses four distinct water masses: Neritic, Subtropical, Subtropical frontal zone, and Sub Antarctic waters, all with distinct temperature, salinity, and nutrient characteristics. Samples were taken from the epipelagic (<200 m) along 8 stations every 2 months between November 2017 to September 2018, which coincided with a strong marine heatwave in January 2018. We found significant differences in community distributions of zooplankton both among water masses and seasons. Biomass dominants were typically copepods, but other groups–such as appendicularians or thecosome pteropods–dominated at certain times or locations. These results provide the first detailed records of zooplankton distribution in this complex oceanographic region in 50 years and highlight the importance of monitoring zooplankton in dynamic locations in the face of climate change.","Meyers, Morgan; Décima, Moira; Currie, Kim; Smith, Robert O.; Hoffmann, Linn; Wing, Stephen","12,14"
"Step change in sea surface temperatures brings marine heat waves to sub-Arctic James Bay, Canada",Frontiers in Marine Science,2025-01-01,12,,,10.3389/fmars.2025.1549329,ar,Article,0,2-s2.0-105008107781,,1,"Marine heat waves (MHWs) are recognized as pervasive drivers of impacts on marine species and ecosystems across the world; however, sub-Arctic areas that are rapidly losing seasonal sea-ice cover remain understudied. In this research, we examine a forty-year time series of MHW characteristics in the seasonally ice-covered James Bay region of the Canadian Inland Seas in central Canada. Through the period 1982 to 2021, we document the trends and investigate past MHW occurrences with respect to their driving processes. After only two MHW events during the early portion of the record (1982-1997), five events occurred in 1998 and signaled both an anomalous year and a step change in the region’s marine climatology. The new marine climate in the region is more variable with longer and more intense MHWs. Four or more MHWs occurred in each of 2001, 2005, 2010, 2012. Events in May and October 2021 lasted over a month in duration, with the former reaching intensities of between 2.5 and 3°C. MHW intensity was correlated with ice breakup date and positive Atlantic Multi-decadal Variability, which are suggested drivers of the increasing trends in sea surface temperatures. While the impacts of MHWs on marine and coastal ecosystems in the region remain unknown because of a lack of monitoring, the 1998 MHW intensification coincides with a massive decline in the region’s seagrass Zostera marina (eelgrass) ecosystem, which has been monitored since 1982. Given projections of more extreme MHWs under global warming and the sensitivity of marine species and ecosystems to warm water events, there is an urgent need to better tracks MHWs and investigate their role in shaping northern ecosystem changes.","Bruneau, Jennifer Ann; Ehn, Jens Kristian; Kuzyk, Zou Zou Anna; Crawford, Alex D.; Leblanc, Melanie Louise","10,12,14,16"
